movl,0,-153.1306,1008.609,356.6707,180.0,-0.0,180.0,100
movl,0,-153.1306,1008.609,255.96,180.0,-0.0,180.0,100
movl,0,-153.1306,1008.609,255.96,180.0,-0.0,180.0,100
movl,0,-153.1306,1008.609,255.96,180.0,-0.0,180.0,100
movl,0,-153.1306,1008.609,255.96,180.0,-0.0,180.0,100
movl,0,-153.1306,993.609,255.96,180.0,-0.0,-180.0,100
movl,0,-153.1306,978.609,255.96,180.0,-0.0,-180.0,100
movl,0,-153.1306,963.6066,255.96,180.0,-0.0,180.0,100
movl,0,-153.1306,960.2757,255.96,180.0,-0.0,180.0,100
movl,0,-153.1306,960.2757,255.96,180.0,-0.0,180.0,100
movl,0,-153.1306,960.2757,255.96,180.0,-0.0,180.0,100
movl,0,-153.1306,960.2757,255.96,180.0,-0.0,180.0,100
movl,0,-153.1306,960.2757,356.6707,180.0,-0.0,180.0,100
movl,0,-161.4806,959.4507,356.6707,180.0,-0.0,180.0,100
movl,0,-161.4806,959.4507,255.96,180.0,-0.0,180.0,100
movl,0,-161.4806,959.4507,255.96,180.0,-0.0,180.0,100
movl,0,-161.4806,959.4507,255.96,180.0,-0.0,180.0,100
movl,0,-161.4806,959.4507,255.96,180.0,-0.0,180.0,100
movl,0,-161.4806,962.7816,255.96,180.0,-0.0,180.0,100
movl,0,-161.4806,977.784,255.96,180.0,-0.0,180.0,100
movl,0,-161.4806,992.784,255.96,180.0,-0.0,-180.0,100
movl,0,-161.4806,1007.784,255.96,180.0,-0.0,180.0,100
movl,0,-161.4806,1007.784,255.96,180.0,-0.0,180.0,100
movl,0,-161.4806,1007.784,255.96,180.0,-0.0,180.0,100
movl,0,-161.4806,1007.784,255.96,180.0,-0.0,180.0,100
movl,0,-161.4806,1007.784,356.6707,180.0,-0.0,180.0,100
movl,0,-169.8306,1008.6257,356.6707,180.0,-0.0,180.0,100
movl,0,-169.8306,1008.6257,255.96,180.0,-0.0,180.0,100
movl,0,-169.8306,1008.6257,255.96,180.0,-0.0,180.0,100
movl,0,-169.8306,1008.6257,255.96,180.0,-0.0,180.0,100
movl,0,-169.8306,1008.6257,255.96,180.0,-0.0,180.0,100
movl,0,-169.8306,993.6257,255.96,180.0,-0.0,180.0,100
movl,0,-169.8306,978.6257,255.96,180.0,-0.0,-180.0,100
movl,0,-169.8306,963.6232,255.96,180.0,-0.0,180.0,100
movl,0,-169.8306,960.2923,255.96,180.0,-0.0,180.0,100
movl,0,-169.8306,960.2923,255.96,180.0,-0.0,180.0,100
movl,0,-169.8306,960.2923,255.96,180.0,-0.0,180.0,100
movl,0,-169.8306,960.2923,255.96,180.0,-0.0,180.0,100
movl,0,-169.8306,960.2923,356.6707,180.0,-0.0,180.0,100
movl,0,-178.1806,959.4673,356.6707,180.0,-0.0,180.0,100
movl,0,-178.1806,959.4673,255.96,180.0,-0.0,180.0,100
movl,0,-178.1806,959.4673,255.96,180.0,-0.0,180.0,100
movl,0,-178.1806,959.4673,255.96,180.0,-0.0,180.0,100
movl,0,-178.1806,959.4673,255.96,180.0,-0.0,180.0,100
movl,0,-178.1806,962.7982,255.96,180.0,-0.0,180.0,100
movl,0,-178.1806,977.8007,255.96,180.0,-0.0,-180.0,100
movl,0,-178.1806,992.8007,255.96,180.0,-0.0,180.0,100
movl,0,-178.1806,1007.8007,255.96,180.0,-0.0,180.0,100
movl,0,-178.1806,1007.8007,255.96,180.0,-0.0,180.0,100
movl,0,-178.1806,1007.8007,255.96,180.0,-0.0,180.0,100
movl,0,-178.1806,1007.8007,255.96,180.0,-0.0,180.0,100
movl,0,-178.1806,1007.8007,356.6707,180.0,-0.0,180.0,100
movl,0,-186.5306,1008.6423,356.6707,180.0,-0.0,180.0,100
movl,0,-186.5306,1008.6423,255.96,180.0,-0.0,180.0,100
movl,0,-186.5306,1008.6423,255.96,180.0,-0.0,180.0,100
movl,0,-186.5306,1008.6423,255.96,180.0,-0.0,180.0,100
movl,0,-186.5306,1008.6423,255.96,180.0,-0.0,180.0,100
movl,0,-186.5306,993.6423,255.96,180.0,-0.0,-180.0,100
movl,0,-186.5306,978.6423,255.96,180.0,-0.0,180.0,100
movl,0,-186.5306,963.6399,255.96,180.0,-0.0,180.0,100
movl,0,-186.5306,960.309,255.96,180.0,-0.0,180.0,100
movl,0,-186.5306,960.309,255.96,180.0,-0.0,180.0,100
movl,0,-186.5306,960.309,255.96,180.0,-0.0,180.0,100
movl,0,-186.5306,960.309,255.96,180.0,-0.0,180.0,100
movl,0,-186.5306,960.309,356.6707,180.0,-0.0,180.0,100
